booking_id,booking_date,check_in_date,channel_id,rate_code_id,rooms_sold,gross_room_revenue,status,is_commissionable,default_commission_rate,commission_cost,net_room_revenue,adr,net_adr,OCC,net_revpar,Day Name,true_gross_room_revenue,true_commission_cost,true_net_room_revenue
BK_02173,1/3/2025,20/4/2025,CH_OTA_BKG,PROMO,3,284.35,Checked-Out,TRUE,0.18,51.183,233.167,94.78333333,77.72233333,0.03,2.33167,Sunday,284.35,51.183,233.167
BK_02175,6/4/2026,7/5/2026,CH_WHOLE,CORP,2,983.31,Checked-Out,TRUE,0,0,983.31,491.655,491.655,0.02,9.8331,Thursday,983.31,0,983.31
BK_02176,11/4/2026,12/6/2026,CH_OTA_EXP,NET,3,1348.1,Confirmed,FALSE,0.15,0,1348.1,449.3666667,449.3666667,0.03,13.481,Friday,1586,237.9,1348.1
BK_02178,22/1/2025,19/3/2025,CH_DIRECT,PROMO,1,273.17,Checked-Out,TRUE,0,0,273.17,273.17,273.17,0.01,2.7317,Wednesday,273.17,0,273.17
BK_02181,8/1/2026,21/2/2026,CH_DIRECT,NET,1,383.79,Confirmed,FALSE,0,0,383.79,383.79,383.79,0.01,3.8379,Saturday,383.79,0,383.79
BK_02182,9/9/2025,7/10/2025,CH_OTA_EXP,PROMO,3,1070.75,Checked-Out,TRUE,0.15,160.6125,910.1375,356.9166667,303.3791667,0.03,9.101375,Tuesday,1070.75,160.6125,910.1375
BK_02184,25/5/2025,25/7/2025,CH_OTA_BKG,NET,2,919.93,Checked-Out,FALSE,0.18,0,919.93,459.965,459.965,0.02,9.1993,Friday,1121.865854,201.9358537,919.93
BK_02185,27/2/2026,6/3/2026,CH_OTA_EXP,PROMO,2,623.42,Confirmed,TRUE,0.15,93.513,529.907,311.71,264.9535,0.02,5.29907,Friday,623.42,93.513,529.907
BK_02186,7/11/2026,27/12/2026,CH_WHOLE,PROMO,2,180.02,Confirmed,TRUE,0,0,180.02,90.01,90.01,0.02,1.8002,Sunday,180.02,0,180.02
BK_02187,31/1/2026,14/4/2026,CH_OTA_EXP,CORP,3,1097.59,Confirmed,TRUE,0.15,164.6385,932.9515,365.8633333,310.9838333,0.03,9.329515,Tuesday,1097.59,164.6385,932.9515
BK_02188,19/10/2026,10/12/2026,CH_OTA_EXP,PROMO,2,425.85,Confirmed,TRUE,0.15,63.8775,361.9725,212.925,180.98625,0.02,3.619725,Thursday,425.85,63.8775,361.9725
BK_02189,14/5/2025,16/7/2025,CH_DIRECT,RACK,3,362.3,Confirmed,TRUE,0,0,362.3,120.7666667,120.7666667,0.03,3.623,Wednesday,362.3,0,362.3
BK_02193,7/11/2025,20/11/2025,CH_OTA_EXP,PROMO,1,254.38,Checked-Out,TRUE,0.15,38.157,216.223,254.38,216.223,0.01,2.16223,Thursday,254.38,38.157,216.223
BK_02194,26/9/2026,18/11/2026,CH_OTA_EXP,NET,3,1478.96,Checked-Out,FALSE,0.15,0,1478.96,492.9866667,492.9866667,0.03,14.7896,Wednesday,1739.952941,260.9929412,1478.96
BK_02195,13/9/2025,28/9/2025,CH_OTA_EXP,NET,1,397.38,Confirmed,FALSE,0.15,0,397.38,397.38,397.38,0.01,3.9738,Sunday,467.5058824,70.12588235,397.38
BK_02196,26/1/2026,28/3/2026,CH_WHOLE,NET,1,402.2,Checked-Out,FALSE,0,0,402.2,402.2,402.2,0.01,4.022,Saturday,402.2,0,402.2
BK_02198,19/11/2026,31/1/2027,CH_DIRECT,CORP,1,452.33,Confirmed,TRUE,0,0,452.33,452.33,452.33,0.01,4.5233,Sunday,452.33,0,452.33
BK_02199,1/7/2025,19/7/2025,CH_DIRECT,NET,1,126.61,Checked-Out,FALSE,0,0,126.61,126.61,126.61,0.01,1.2661,Saturday,126.61,0,126.61
BK_02200,21/7/2025,11/10/2025,CH_DIRECT,CORP,3,1238.91,Confirmed,TRUE,0,0,1238.91,412.97,412.97,0.03,12.3891,Saturday,1238.91,0,1238.91
BK_02202,23/6/2025,9/8/2025,CH_DIRECT,PROMO,3,593.11,Checked-Out,TRUE,0,0,593.11,197.7033333,197.7033333,0.03,5.9311,Saturday,593.11,0,593.11
BK_02203,25/1/2025,29/3/2025,CH_DIRECT,PROMO,1,352.75,Checked-Out,TRUE,0,0,352.75,352.75,352.75,0.01,3.5275,Saturday,352.75,0,352.75
BK_02204,10/11/2025,14/12/2025,CH_WHOLE,NET,2,193.98,Checked-Out,FALSE,0,0,193.98,96.99,96.99,0.02,1.9398,Sunday,193.98,0,193.98
BK_02205,4/11/2026,2/1/2027,CH_OTA_BKG,CORP,3,279.53,Checked-Out,TRUE,0.18,50.3154,229.2146,93.17666667,76.40486667,0.03,2.292146,Saturday,279.53,50.3154,229.2146
BK_02208,9/6/2026,3/8/2026,CH_WHOLE,CORP,1,476.02,Checked-Out,TRUE,0,0,476.02,476.02,476.02,0.01,4.7602,Monday,476.02,0,476.02
BK_02210,19/11/2026,30/11/2026,CH_DIRECT,RACK,1,420.52,Confirmed,TRUE,0,0,420.52,420.52,420.52,0.01,4.2052,Monday,420.52,0,420.52
BK_02211,6/9/2025,16/9/2025,CH_OTA_EXP,CORP,1,144.68,Confirmed,TRUE,0.15,21.702,122.978,144.68,122.978,0.01,1.22978,Tuesday,144.68,21.702,122.978
BK_02212,31/3/2025,10/4/2025,CH_OTA_BKG,RACK,3,1256.8,Checked-Out,TRUE,0.18,226.224,1030.576,418.9333333,343.5253333,0.03,10.30576,Thursday,1256.8,226.224,1030.576
BK_02213,14/3/2025,3/4/2025,CH_WHOLE,CORP,3,373.35,Confirmed,TRUE,0,0,373.35,124.45,124.45,0.03,3.7335,Thursday,373.35,0,373.35
BK_02214,27/2/2025,17/3/2025,CH_OTA_EXP,RACK,1,118.52,Confirmed,TRUE,0.15,17.778,100.742,118.52,100.742,0.01,1.00742,Monday,118.52,17.778,100.742
BK_02217,12/9/2026,6/10/2026,CH_WHOLE,CORP,3,1091.96,Confirmed,TRUE,0,0,1091.96,363.9866667,363.9866667,0.03,10.9196,Tuesday,1091.96,0,1091.96
BK_02219,28/5/2025,6/8/2025,CH_OTA_EXP,RACK,3,1199.7,Confirmed,TRUE,0.15,179.955,1019.745,399.9,339.915,0.03,10.19745,Wednesday,1199.7,179.955,1019.745
BK_02220,11/7/2025,22/8/2025,CH_OTA_EXP,PROMO,2,693.65,Checked-Out,TRUE,0.15,104.0475,589.6025,346.825,294.80125,0.02,5.896025,Friday,693.65,104.0475,589.6025
BK_02222,4/9/2025,11/11/2025,CH_OTA_BKG,CORP,2,793.61,Confirmed,TRUE,0.18,142.8498,650.7602,396.805,325.3801,0.02,6.507602,Tuesday,793.61,142.8498,650.7602
BK_02229,9/4/2026,29/4/2026,CH_OTA_EXP,NET,2,957.69,Confirmed,FALSE,0.15,0,957.69,478.845,478.845,0.02,9.5769,Wednesday,1126.694118,169.0041176,957.69
BK_02230,21/11/2025,9/1/2026,CH_OTA_EXP,NET,2,171.72,Checked-Out,FALSE,0.15,0,171.72,85.86,85.86,0.02,1.7172,Friday,202.0235294,30.30352941,171.72
BK_02232,3/6/2025,8/7/2025,CH_DIRECT,PROMO,1,288.88,Confirmed,TRUE,0,0,288.88,288.88,288.88,0.01,2.8888,Tuesday,288.88,0,288.88
BK_02233,7/11/2025,17/1/2026,CH_DIRECT,PROMO,1,284.34,Checked-Out,TRUE,0,0,284.34,284.34,284.34,0.01,2.8434,Saturday,284.34,0,284.34
BK_02234,27/5/2026,22/7/2026,CH_WHOLE,PROMO,2,974.04,Confirmed,TRUE,0,0,974.04,487.02,487.02,0.02,9.7404,Wednesday,974.04,0,974.04
BK_02237,9/10/2026,30/10/2026,CH_DIRECT,CORP,3,1019.29,Checked-Out,TRUE,0,0,1019.29,339.7633333,339.7633333,0.03,10.1929,Friday,1019.29,0,1019.29
BK_02238,5/5/2025,21/7/2025,CH_OTA_EXP,CORP,2,768.8,Checked-Out,TRUE,0.15,115.32,653.48,384.4,326.74,0.02,6.5348,Monday,768.8,115.32,653.48
BK_02241,15/10/2025,26/12/2025,CH_DIRECT,CORP,3,484.92,Confirmed,TRUE,0,0,484.92,161.64,161.64,0.03,4.8492,Friday,484.92,0,484.92
BK_02243,20/1/2025,2/3/2025,CH_OTA_BKG,NET,1,341.91,Confirmed,FALSE,0.18,0,341.91,341.91,341.91,0.01,3.4191,Sunday,416.9634146,75.05341463,341.91
BK_02244,26/6/2026,28/8/2026,CH_WHOLE,CORP,1,268.78,Confirmed,TRUE,0,0,268.78,268.78,268.78,0.01,2.6878,Friday,268.78,0,268.78
BK_02245,10/10/2025,29/10/2025,CH_DIRECT,RACK,2,367.13,Checked-Out,TRUE,0,0,367.13,183.565,183.565,0.02,3.6713,Wednesday,367.13,0,367.13
BK_02247,24/11/2025,26/1/2026,CH_DIRECT,PROMO,3,477.13,Checked-Out,TRUE,0,0,477.13,159.0433333,159.0433333,0.03,4.7713,Monday,477.13,0,477.13
BK_02248,12/9/2026,28/9/2026,CH_DIRECT,RACK,3,1354.81,Checked-Out,TRUE,0,0,1354.81,451.6033333,451.6033333,0.03,13.5481,Monday,1354.81,0,1354.81
BK_02249,1/6/2026,8/7/2026,CH_OTA_EXP,NET,2,748.54,Confirmed,FALSE,0.15,0,748.54,374.27,374.27,0.02,7.4854,Wednesday,880.6352941,132.0952941,748.54
BK_02250,2/11/2025,6/12/2025,CH_OTA_EXP,PROMO,2,181.24,Checked-Out,TRUE,0.15,27.186,154.054,90.62,77.027,0.02,1.54054,Saturday,181.24,27.186,154.054
BK_02251,22/10/2026,15/12/2026,CH_OTA_BKG,CORP,2,811.67,Confirmed,TRUE,0.18,146.1006,665.5694,405.835,332.7847,0.02,6.655694,Tuesday,811.67,146.1006,665.5694
BK_02256,18/7/2026,22/7/2026,CH_WHOLE,CORP,2,309.52,Checked-Out,TRUE,0,0,309.52,154.76,154.76,0.02,3.0952,Wednesday,309.52,0,309.52
BK_02257,5/2/2025,29/4/2025,CH_DIRECT,CORP,3,1193.18,Confirmed,TRUE,0,0,1193.18,397.7266667,397.7266667,0.03,11.9318,Tuesday,1193.18,0,1193.18
BK_02258,8/6/2026,16/6/2026,CH_OTA_EXP,NET,1,469.32,Confirmed,FALSE,0.15,0,469.32,469.32,469.32,0.01,4.6932,Tuesday,552.1411765,82.82117647,469.32
BK_02260,13/12/2025,24/12/2025,CH_WHOLE,CORP,1,286.83,Checked-Out,TRUE,0,0,286.83,286.83,286.83,0.01,2.8683,Wednesday,286.83,0,286.83
BK_02261,5/3/2025,12/5/2025,CH_WHOLE,NET,3,435.28,Confirmed,FALSE,0,0,435.28,145.0933333,145.0933333,0.03,4.3528,Monday,435.28,0,435.28
BK_02262,1/8/2025,28/9/2025,CH_OTA_EXP,RACK,2,351.01,Confirmed,TRUE,0.15,52.6515,298.3585,175.505,149.17925,0.02,2.983585,Sunday,351.01,52.6515,298.3585
BK_02263,23/10/2026,19/1/2027,CH_OTA_BKG,RACK,3,1302.05,Confirmed,TRUE,0.18,234.369,1067.681,434.0166667,355.8936667,0.03,10.67681,Tuesday,1302.05,234.369,1067.681
BK_02264,6/5/2026,12/5/2026,CH_OTA_BKG,PROMO,1,478.99,Confirmed,TRUE,0.18,86.2182,392.7718,478.99,392.7718,0.01,3.927718,Tuesday,478.99,86.2182,392.7718
BK_02265,28/5/2026,8/7/2026,CH_DIRECT,NET,3,1084.53,Confirmed,FALSE,0,0,1084.53,361.51,361.51,0.03,10.8453,Wednesday,1084.53,0,1084.53
BK_02267,18/7/2026,27/7/2026,CH_OTA_BKG,PROMO,3,285.37,Confirmed,TRUE,0.18,51.3666,234.0034,95.12333333,78.00113333,0.03,2.340034,Monday,285.37,51.3666,234.0034
BK_02269,6/6/2026,28/6/2026,CH_WHOLE,PROMO,1,305.22,Checked-Out,TRUE,0,0,305.22,305.22,305.22,0.01,3.0522,Sunday,305.22,0,305.22
BK_02270,30/9/2026,6/11/2026,CH_DIRECT,CORP,3,729.41,Confirmed,TRUE,0,0,729.41,243.1366667,243.1366667,0.03,7.2941,Friday,729.41,0,729.41
BK_02272,3/5/2025,26/7/2025,CH_DIRECT,NET,1,267.13,Checked-Out,FALSE,0,0,267.13,267.13,267.13,0.01,2.6713,Saturday,267.13,0,267.13
BK_02274,20/4/2025,17/5/2025,CH_OTA_EXP,CORP,3,1089.5,Checked-Out,TRUE,0.15,163.425,926.075,363.1666667,308.6916667,0.03,9.26075,Saturday,1089.5,163.425,926.075
BK_02275,7/11/2025,24/12/2025,CH_WHOLE,RACK,3,1028.91,Checked-Out,TRUE,0,0,1028.91,342.97,342.97,0.03,10.2891,Wednesday,1028.91,0,1028.91
BK_02276,16/9/2025,14/10/2025,CH_OTA_BKG,CORP,1,170.9,Confirmed,TRUE,0.18,30.762,140.138,170.9,140.138,0.01,1.40138,Tuesday,170.9,30.762,140.138
BK_02278,9/9/2026,1/10/2026,CH_WHOLE,NET,3,991.89,Checked-Out,FALSE,0,0,991.89,330.63,330.63,0.03,9.9189,Thursday,991.89,0,991.89
BK_02279,12/9/2025,22/9/2025,CH_OTA_BKG,RACK,1,340.1,Confirmed,TRUE,0.18,61.218,278.882,340.1,278.882,0.01,2.78882,Monday,340.1,61.218,278.882
BK_02280,8/10/2025,9/10/2025,CH_DIRECT,NET,2,772.15,Confirmed,FALSE,0,0,772.15,386.075,386.075,0.02,7.7215,Thursday,772.15,0,772.15
BK_02282,17/1/2026,27/1/2026,CH_DIRECT,NET,3,268.22,Confirmed,FALSE,0,0,268.22,89.40666667,89.40666667,0.03,2.6822,Tuesday,268.22,0,268.22
BK_02283,3/5/2025,11/6/2025,CH_OTA_EXP,CORP,2,941.31,Confirmed,TRUE,0.15,141.1965,800.1135,470.655,400.05675,0.02,8.001135,Wednesday,941.31,141.1965,800.1135
BK_02284,4/5/2025,25/7/2025,CH_OTA_BKG,NET,1,86.02,Confirmed,FALSE,0.18,0,86.02,86.02,86.02,0.01,0.8602,Friday,104.902439,18.88243902,86.02
BK_02287,31/1/2025,5/2/2025,CH_WHOLE,NET,2,506.44,Confirmed,FALSE,0,0,506.44,253.22,253.22,0.02,5.0644,Wednesday,506.44,0,506.44
BK_02292,29/4/2026,8/7/2026,CH_OTA_EXP,CORP,3,1376.29,Checked-Out,TRUE,0.15,206.4435,1169.8465,458.7633333,389.9488333,0.03,11.698465,Wednesday,1376.29,206.4435,1169.8465
BK_02295,1/6/2025,27/8/2025,CH_WHOLE,NET,2,967.56,Confirmed,FALSE,0,0,967.56,483.78,483.78,0.02,9.6756,Wednesday,967.56,0,967.56
BK_02297,7/7/2026,3/10/2026,CH_OTA_EXP,RACK,2,585.34,Checked-Out,TRUE,0.15,87.801,497.539,292.67,248.7695,0.02,4.97539,Saturday,585.34,87.801,497.539
BK_02298,29/5/2025,14/8/2025,CH_DIRECT,PROMO,3,415.8,Confirmed,TRUE,0,0,415.8,138.6,138.6,0.03,4.158,Thursday,415.8,0,415.8
BK_02299,11/12/2026,31/1/2027,CH_OTA_BKG,NET,1,496.01,Checked-Out,FALSE,0.18,0,496.01,496.01,496.01,0.01,4.9601,Sunday,604.8902439,108.8802439,496.01
BK_02300,12/2/2025,20/4/2025,CH_OTA_BKG,RACK,2,944.98,Checked-Out,TRUE,0.18,170.0964,774.8836,472.49,387.4418,0.02,7.748836,Sunday,944.98,170.0964,774.8836
BK_02303,6/12/2026,20/12/2026,CH_OTA_EXP,NET,1,430.43,Confirmed,FALSE,0.15,0,430.43,430.43,430.43,0.01,4.3043,Sunday,506.3882353,75.95823529,430.43
BK_02304,1/1/2025,7/3/2025,CH_OTA_BKG,NET,1,464.65,Checked-Out,FALSE,0.18,0,464.65,464.65,464.65,0.01,4.6465,Friday,566.6463415,101.9963415,464.65
BK_02305,10/11/2025,11/12/2025,CH_WHOLE,CORP,1,307.63,Confirmed,TRUE,0,0,307.63,307.63,307.63,0.01,3.0763,Thursday,307.63,0,307.63
BK_02306,15/7/2025,19/7/2025,CH_OTA_BKG,RACK,2,261.7,Confirmed,TRUE,0.18,47.106,214.594,130.85,107.297,0.02,2.14594,Saturday,261.7,47.106,214.594
BK_02313,30/3/2025,30/5/2025,CH_DIRECT,RACK,1,183.06,Checked-Out,TRUE,0,0,183.06,183.06,183.06,0.01,1.8306,Friday,183.06,0,183.06
BK_02314,9/10/2026,22/10/2026,CH_WHOLE,NET,3,665.1,Checked-Out,FALSE,0,0,665.1,221.7,221.7,0.03,6.651,Thursday,665.1,0,665.1
BK_02316,10/8/2025,28/10/2025,CH_WHOLE,RACK,1,367.21,Checked-Out,TRUE,0,0,367.21,367.21,367.21,0.01,3.6721,Tuesday,367.21,0,367.21
BK_02318,15/12/2026,26/2/2027,CH_WHOLE,RACK,2,651.96,Checked-Out,TRUE,0,0,651.96,325.98,325.98,0.02,6.5196,Friday,651.96,0,651.96
BK_02319,14/6/2026,16/8/2026,CH_OTA_EXP,NET,2,876.99,Confirmed,FALSE,0.15,0,876.99,438.495,438.495,0.02,8.7699,Sunday,1031.752941,154.7629412,876.99
BK_02320,25/10/2025,10/1/2026,CH_DIRECT,NET,1,368.46,Confirmed,FALSE,0,0,368.46,368.46,368.46,0.01,3.6846,Saturday,368.46,0,368.46
BK_02321,23/7/2025,23/9/2025,CH_WHOLE,PROMO,1,242.67,Checked-Out,TRUE,0,0,242.67,242.67,242.67,0.01,2.4267,Tuesday,242.67,0,242.67
BK_02323,1/12/2026,14/2/2027,CH_WHOLE,PROMO,3,800.28,Checked-Out,TRUE,0,0,800.28,266.76,266.76,0.03,8.0028,Sunday,800.28,0,800.28
BK_02324,29/4/2025,12/5/2025,CH_OTA_EXP,PROMO,1,390.95,Checked-Out,TRUE,0.15,58.6425,332.3075,390.95,332.3075,0.01,3.323075,Monday,390.95,58.6425,332.3075
BK_02327,23/3/2026,3/6/2026,CH_WHOLE,RACK,1,116.64,Checked-Out,TRUE,0,0,116.64,116.64,116.64,0.01,1.1664,Wednesday,116.64,0,116.64
BK_02328,2/1/2026,4/3/2026,CH_WHOLE,PROMO,1,130.82,Confirmed,TRUE,0,0,130.82,130.82,130.82,0.01,1.3082,Wednesday,130.82,0,130.82
BK_02329,30/3/2025,12/6/2025,CH_OTA_EXP,PROMO,2,714.28,Checked-Out,TRUE,0.15,107.142,607.138,357.14,303.569,0.02,6.07138,Thursday,714.28,107.142,607.138
BK_02330,18/1/2026,31/3/2026,CH_DIRECT,NET,1,487.76,Checked-Out,FALSE,0,0,487.76,487.76,487.76,0.01,4.8776,Tuesday,487.76,0,487.76
BK_02331,9/7/2025,22/9/2025,CH_WHOLE,RACK,3,290.09,Confirmed,TRUE,0,0,290.09,96.69666667,96.69666667,0.03,2.9009,Monday,290.09,0,290.09
BK_02332,31/5/2025,9/7/2025,CH_OTA_EXP,NET,1,236.18,Checked-Out,FALSE,0.15,0,236.18,236.18,236.18,0.01,2.3618,Wednesday,277.8588235,41.67882353,236.18
BK_02333,13/1/2025,28/1/2025,CH_DIRECT,RACK,2,899.52,Confirmed,TRUE,0,0,899.52,449.76,449.76,0.02,8.9952,Tuesday,899.52,0,899.52
BK_02335,6/5/2026,3/6/2026,CH_OTA_BKG,PROMO,2,624.55,Checked-Out,TRUE,0.18,112.419,512.131,312.275,256.0655,0.02,5.12131,Wednesday,624.55,112.419,512.131
BK_02336,9/7/2026,19/7/2026,CH_OTA_EXP,PROMO,3,423.21,Confirmed,TRUE,0.15,63.4815,359.7285,141.07,119.9095,0.03,3.597285,Sunday,423.21,63.4815,359.7285
BK_02340,5/2/2026,4/4/2026,CH_OTA_EXP,PROMO,2,676.51,Checked-Out,TRUE,0.15,101.4765,575.0335,338.255,287.51675,0.02,5.750335,Saturday,676.51,101.4765,575.0335
BK_02342,18/3/2025,13/5/2025,CH_OTA_BKG,NET,1,315.91,Checked-Out,FALSE,0.18,0,315.91,315.91,315.91,0.01,3.1591,Tuesday,385.2560976,69.34609756,315.91
BK_02345,8/6/2026,10/8/2026,CH_WHOLE,PROMO,2,443.14,Checked-Out,TRUE,0,0,443.14,221.57,221.57,0.02,4.4314,Monday,443.14,0,443.14
BK_02347,23/10/2025,8/1/2026,CH_OTA_EXP,CORP,2,922.06,Checked-Out,TRUE,0.15,138.309,783.751,461.03,391.8755,0.02,7.83751,Thursday,922.06,138.309,783.751
BK_02349,13/10/2025,16/11/2025,CH_WHOLE,PROMO,3,1362.09,Confirmed,TRUE,0,0,1362.09,454.03,454.03,0.03,13.6209,Sunday,1362.09,0,1362.09
BK_02353,19/1/2026,20/2/2026,CH_WHOLE,NET,3,581.13,Checked-Out,FALSE,0,0,581.13,193.71,193.71,0.03,5.8113,Friday,581.13,0,581.13
BK_02357,6/10/2026,8/12/2026,CH_OTA_BKG,NET,2,484.98,Confirmed,FALSE,0.18,0,484.98,242.49,242.49,0.02,4.8498,Tuesday,591.4390244,106.4590244,484.98
BK_02358,24/5/2025,17/6/2025,CH_OTA_BKG,CORP,1,97.23,Confirmed,TRUE,0.18,17.5014,79.7286,97.23,79.7286,0.01,0.797286,Tuesday,97.23,17.5014,79.7286
BK_02359,12/10/2025,26/10/2025,CH_DIRECT,PROMO,1,468.81,Checked-Out,TRUE,0,0,468.81,468.81,468.81,0.01,4.6881,Sunday,468.81,0,468.81
BK_02360,10/3/2026,6/4/2026,CH_OTA_BKG,RACK,1,126.8,Checked-Out,TRUE,0.18,22.824,103.976,126.8,103.976,0.01,1.03976,Monday,126.8,22.824,103.976
BK_02361,11/10/2025,17/11/2025,CH_WHOLE,PROMO,1,172.58,Checked-Out,TRUE,0,0,172.58,172.58,172.58,0.01,1.7258,Monday,172.58,0,172.58
BK_02362,8/8/2026,12/9/2026,CH_DIRECT,PROMO,1,89.64,Checked-Out,TRUE,0,0,89.64,89.64,89.64,0.01,0.8964,Saturday,89.64,0,89.64
BK_02363,21/11/2025,20/12/2025,CH_OTA_EXP,NET,1,307.52,Confirmed,FALSE,0.15,0,307.52,307.52,307.52,0.01,3.0752,Saturday,361.7882353,54.26823529,307.52
BK_02366,20/4/2025,21/4/2025,CH_OTA_EXP,CORP,2,646.9,Checked-Out,TRUE,0.15,97.035,549.865,323.45,274.9325,0.02,5.49865,Monday,646.9,97.035,549.865
BK_02368,31/12/2026,26/2/2027,CH_WHOLE,PROMO,3,1359.03,Checked-Out,TRUE,0,0,1359.03,453.01,453.01,0.03,13.5903,Friday,1359.03,0,1359.03
BK_02369,25/1/2026,28/1/2026,CH_DIRECT,PROMO,3,859.31,Checked-Out,TRUE,0,0,859.31,286.4366667,286.4366667,0.03,8.5931,Wednesday,859.31,0,859.31
BK_02371,14/9/2026,11/10/2026,CH_DIRECT,PROMO,3,337.47,Checked-Out,TRUE,0,0,337.47,112.49,112.49,0.03,3.3747,Sunday,337.47,0,337.47
BK_02374,25/1/2025,23/4/2025,CH_OTA_EXP,RACK,2,758.98,Confirmed,TRUE,0.15,113.847,645.133,379.49,322.5665,0.02,6.45133,Wednesday,758.98,113.847,645.133
BK_02377,11/1/2026,14/2/2026,CH_WHOLE,PROMO,1,172.04,Checked-Out,TRUE,0,0,172.04,172.04,172.04,0.01,1.7204,Saturday,172.04,0,172.04
BK_02378,23/10/2026,29/12/2026,CH_OTA_EXP,RACK,2,466.24,Confirmed,TRUE,0.15,69.936,396.304,233.12,198.152,0.02,3.96304,Tuesday,466.24,69.936,396.304
BK_02380,9/4/2026,29/4/2026,CH_DIRECT,PROMO,2,393.95,Confirmed,TRUE,0,0,393.95,196.975,196.975,0.02,3.9395,Wednesday,393.95,0,393.95
BK_02381,23/8/2025,15/10/2025,CH_DIRECT,PROMO,3,324.14,Confirmed,TRUE,0,0,324.14,108.0466667,108.0466667,0.03,3.2414,Wednesday,324.14,0,324.14
BK_02383,21/6/2025,22/7/2025,CH_OTA_BKG,PROMO,3,1137.79,Confirmed,TRUE,0.18,204.8022,932.9878,379.2633333,310.9959333,0.03,9.329878,Tuesday,1137.79,204.8022,932.9878
BK_02385,3/7/2025,23/7/2025,CH_OTA_EXP,PROMO,1,216.7,Confirmed,TRUE,0.15,32.505,184.195,216.7,184.195,0.01,1.84195,Wednesday,216.7,32.505,184.195
BK_02386,6/10/2025,11/12/2025,CH_OTA_BKG,RACK,2,273.36,Confirmed,TRUE,0.18,49.2048,224.1552,136.68,112.0776,0.02,2.241552,Thursday,273.36,49.2048,224.1552
BK_02387,26/4/2026,16/5/2026,CH_OTA_EXP,PROMO,3,1291.19,Checked-Out,TRUE,0.15,193.6785,1097.5115,430.3966667,365.8371667,0.03,10.975115,Saturday,1291.19,193.6785,1097.5115
BK_02388,13/10/2025,12/12/2025,CH_OTA_EXP,NET,1,378.29,Checked-Out,FALSE,0.15,0,378.29,378.29,378.29,0.01,3.7829,Friday,445.0470588,66.75705882,378.29
BK_02392,20/6/2025,24/8/2025,CH_WHOLE,PROMO,1,166.9,Checked-Out,TRUE,0,0,166.9,166.9,166.9,0.01,1.669,Sunday,166.9,0,166.9
BK_02394,25/1/2025,7/3/2025,CH_WHOLE,PROMO,1,170.54,Checked-Out,TRUE,0,0,170.54,170.54,170.54,0.01,1.7054,Friday,170.54,0,170.54
BK_02395,31/5/2025,28/7/2025,CH_OTA_EXP,CORP,2,365.37,Confirmed,TRUE,0.15,54.8055,310.5645,182.685,155.28225,0.02,3.105645,Monday,365.37,54.8055,310.5645
BK_02397,16/1/2026,12/2/2026,CH_WHOLE,PROMO,2,966.08,Confirmed,TRUE,0,0,966.08,483.04,483.04,0.02,9.6608,Thursday,966.08,0,966.08
BK_02399,31/1/2026,25/4/2026,CH_WHOLE,RACK,3,610.38,Checked-Out,TRUE,0,0,610.38,203.46,203.46,0.03,6.1038,Saturday,610.38,0,610.38
BK_02400,19/7/2026,19/9/2026,CH_OTA_BKG,NET,1,228.04,Confirmed,FALSE,0.18,0,228.04,228.04,228.04,0.01,2.2804,Saturday,278.097561,50.05756098,228.04
BK_02401,14/11/2025,18/1/2026,CH_OTA_EXP,RACK,1,141.29,Checked-Out,TRUE,0.15,21.1935,120.0965,141.29,120.0965,0.01,1.200965,Sunday,141.29,21.1935,120.0965
BK_02402,30/7/2026,3/9/2026,CH_OTA_BKG,RACK,3,515.55,Checked-Out,TRUE,0.18,92.799,422.751,171.85,140.917,0.03,4.22751,Thursday,515.55,92.799,422.751
BK_02404,22/12/2025,12/3/2026,CH_DIRECT,CORP,2,202.77,Checked-Out,TRUE,0,0,202.77,101.385,101.385,0.02,2.0277,Thursday,202.77,0,202.77
BK_02405,23/8/2026,8/9/2026,CH_WHOLE,NET,2,801.46,Confirmed,FALSE,0,0,801.46,400.73,400.73,0.02,8.0146,Tuesday,801.46,0,801.46
BK_02406,14/11/2026,24/1/2027,CH_OTA_BKG,PROMO,2,437.33,Checked-Out,TRUE,0.18,78.7194,358.6106,218.665,179.3053,0.02,3.586106,Sunday,437.33,78.7194,358.6106
BK_02407,27/3/2026,17/6/2026,CH_DIRECT,PROMO,1,400.09,Confirmed,TRUE,0,0,400.09,400.09,400.09,0.01,4.0009,Wednesday,400.09,0,400.09
BK_02408,6/4/2025,24/6/2025,CH_WHOLE,CORP,2,345,Confirmed,TRUE,0,0,345,172.5,172.5,0.02,3.45,Tuesday,345,0,345
BK_02410,5/6/2025,30/7/2025,CH_DIRECT,PROMO,1,496.23,Confirmed,TRUE,0,0,496.23,496.23,496.23,0.01,4.9623,Wednesday,496.23,0,496.23
BK_02411,8/2/2025,14/3/2025,CH_WHOLE,RACK,1,276.69,Confirmed,TRUE,0,0,276.69,276.69,276.69,0.01,2.7669,Friday,276.69,0,276.69
BK_02413,24/9/2026,11/11/2026,CH_WHOLE,CORP,3,943.8,Checked-Out,TRUE,0,0,943.8,314.6,314.6,0.03,9.438,Wednesday,943.8,0,943.8
