booking_id,booking_date,check_in_date,channel_id,rate_code_id,rooms_sold,gross_room_revenue,status
BK_02437,2025-06-01,2025-06-15,CH_WHOLE,PROMO,1,383.56,Cancelled
BK_02438,2025-12-07,2026-03-06,CH_DIRECT,PROMO,3,846.81,Cancelled
BK_02439,2025-05-06,2025-07-28,CH_DIRECT,PROMO,2,711.19,Cancelled
BK_02440,2025-06-10,2025-07-31,CH_OTA_EXP,CORP,1,100.54,Cancelled
BK_02441,2026-02-03,2026-02-27,CH_WHOLE,NET,3,1457.86,Checked-Out
BK_02442,2025-11-28,2026-01-25,CH_OTA_EXP,CORP,3,1458.04,Cancelled
BK_02443,2026-11-06,2026-12-17,CH_OTA_EXP,RACK,1,480.8,Cancelled
BK_02444,2025-04-06,2025-06-08,CH_DIRECT,PROMO,1,451.37,Confirmed
BK_02445,2026-06-10,2026-08-27,CH_WHOLE,CORP,1,382.73,Cancelled
BK_02446,2025-02-09,2025-02-11,CH_DIRECT,CORP,3,710.01,Confirmed
BK_02447,2025-04-18,2025-06-19,CH_OTA_EXP,PROMO,1,219.66,Checked-Out
BK_02448,2026-06-02,2026-07-08,CH_WHOLE,PROMO,2,806.56,Checked-Out
BK_02449,2025-02-10,2025-04-10,CH_DIRECT,NET,1,199.48,Confirmed
BK_02450,2026-02-22,2026-05-09,CH_OTA_BKG,NET,2,940.4,Checked-Out
BK_02451,2026-08-09,2026-09-08,CH_DIRECT,PROMO,2,382.35,Checked-Out
BK_02452,2025-02-09,2025-03-11,CH_DIRECT,NET,2,163.6,Confirmed
BK_02453,2025-02-11,2025-03-12,CH_WHOLE,PROMO,2,161.89,Confirmed
BK_02454,2025-03-19,2025-04-24,CH_WHOLE,RACK,3,1334.37,Checked-Out
BK_02455,2026-10-18,2026-11-27,CH_OTA_BKG,NET,3,508.9,Checked-Out
BK_02456,2026-07-20,2026-08-26,CH_OTA_BKG,PROMO,2,631.03,Cancelled
BK_02457,2025-07-01,2025-09-09,CH_OTA_EXP,RACK,3,781.17,Cancelled
BK_02458,2026-10-25,2026-11-26,CH_WHOLE,RACK,1,134.55,Checked-Out
BK_02459,2025-09-22,2025-10-14,CH_DIRECT,CORP,2,295.96,Cancelled
BK_02460,2025-07-28,2025-08-18,CH_DIRECT,RACK,2,419.97,Checked-Out
BK_02461,2026-12-10,2027-02-19,CH_OTA_BKG,RACK,1,446.75,Confirmed
BK_02462,2025-09-03,2025-09-12,CH_DIRECT,PROMO,1,401.26,Cancelled
BK_02463,2025-05-05,2025-07-09,CH_WHOLE,RACK,2,721.12,Cancelled
BK_02464,2025-03-27,2025-05-12,CH_OTA_BKG,CORP,1,242.91,Confirmed
BK_02465,2026-07-13,2026-08-15,CH_OTA_BKG,RACK,1,148.16,Cancelled
BK_02466,2025-06-14,2025-08-20,CH_OTA_EXP,NET,3,682.74,Cancelled
BK_02467,2026-02-03,2026-03-31,CH_OTA_BKG,NET,1,150.36,Checked-Out
BK_02468,2026-10-15,2026-12-16,CH_OTA_BKG,PROMO,3,1416.58,Cancelled
BK_02469,2026-07-25,2026-09-22,CH_WHOLE,CORP,3,704.78,Confirmed
BK_02470,2025-02-07,2025-04-06,CH_OTA_EXP,RACK,3,687.83,Checked-Out
BK_02471,2026-01-17,2026-04-11,CH_DIRECT,NET,3,1295.27,Cancelled
BK_02472,2026-04-20,2026-05-01,CH_OTA_EXP,RACK,3,895.85,Confirmed
BK_02473,2026-08-31,2026-09-18,CH_WHOLE,NET,3,1495.13,Checked-Out
BK_02474,2025-12-15,2025-12-31,CH_OTA_BKG,CORP,1,211.06,Cancelled
BK_02475,2025-10-28,2025-11-02,CH_OTA_BKG,RACK,2,718.45,Confirmed
BK_02476,2026-12-14,2027-01-17,CH_WHOLE,PROMO,2,445.55,Cancelled
BK_02477,2025-03-18,2025-05-25,CH_DIRECT,RACK,2,419.04,Cancelled
BK_02478,2026-02-21,2026-02-24,CH_OTA_BKG,CORP,2,315.21,Confirmed
BK_02479,2025-05-21,2025-07-28,CH_OTA_BKG,CORP,1,119.97,Cancelled
BK_02480,2025-12-08,2026-01-18,CH_OTA_BKG,PROMO,3,507.51,Confirmed
BK_02481,2025-08-26,2025-09-02,CH_DIRECT,CORP,3,1191.1,Confirmed
BK_02482,2026-12-31,2027-03-12,CH_DIRECT,CORP,1,456.04,Confirmed
BK_02483,2025-11-16,2026-01-09,CH_OTA_BKG,CORP,2,782.52,Confirmed
BK_02484,2025-03-12,2025-03-25,CH_OTA_BKG,RACK,2,195.72,Cancelled
BK_02485,2026-02-20,2026-05-01,CH_OTA_BKG,CORP,1,328.16,Checked-Out
BK_02486,2025-09-11,2025-09-22,CH_DIRECT,PROMO,1,352.36,Checked-Out
BK_02487,2026-12-19,2027-01-02,CH_OTA_BKG,NET,1,386.07,Confirmed
BK_02488,2025-06-23,2025-09-19,CH_OTA_EXP,NET,1,366.19,Cancelled
BK_02489,2026-08-14,2026-09-08,CH_WHOLE,PROMO,1,260.48,Checked-Out
BK_02490,2026-11-14,2027-01-03,CH_OTA_EXP,CORP,2,274.42,Checked-Out
BK_02491,2026-02-26,2026-05-12,CH_DIRECT,CORP,1,338.88,Confirmed
BK_02492,2026-12-25,2027-02-17,CH_DIRECT,NET,1,490.68,Cancelled
BK_02493,2026-08-28,2026-09-22,CH_DIRECT,PROMO,3,472.29,Checked-Out
BK_02494,2026-08-18,2026-09-03,CH_OTA_EXP,PROMO,3,290.66,Confirmed
BK_02495,2025-02-17,2025-02-27,CH_WHOLE,PROMO,1,196.15,Confirmed
BK_02496,2026-08-12,2026-08-13,CH_OTA_EXP,RACK,3,257.34,Confirmed
BK_02497,2025-12-16,2026-01-12,CH_WHOLE,PROMO,1,384.21,Confirmed
BK_02498,2026-01-13,2026-02-24,CH_WHOLE,NET,3,893.77,Cancelled
BK_02499,2026-03-31,2026-06-24,CH_OTA_EXP,PROMO,1,243.47,Confirmed
BK_02500,2026-11-13,2027-02-06,CH_OTA_EXP,NET,2,957.28,Cancelled
BK_02501,2025-02-20,2025-03-25,CH_OTA_BKG,NET,2,293.23,Confirmed
BK_02502,2026-04-15,2026-06-22,CH_DIRECT,PROMO,2,252.75,Cancelled
BK_02503,2025-05-25,2025-07-01,CH_DIRECT,PROMO,2,806.0,Cancelled
BK_02504,2026-06-27,2026-07-06,CH_WHOLE,CORP,2,701.17,Cancelled
BK_02505,2025-07-25,2025-10-22,CH_DIRECT,NET,2,386.5,Cancelled
BK_02506,2025-08-14,2025-10-10,CH_OTA_EXP,RACK,1,350.99,Cancelled
BK_02507,2025-08-13,2025-10-23,CH_OTA_EXP,RACK,2,765.84,Checked-Out
BK_02508,2025-09-18,2025-12-16,CH_OTA_BKG,CORP,3,890.77,Cancelled
BK_02509,2026-02-18,2026-02-21,CH_OTA_BKG,RACK,1,457.49,Cancelled
BK_02510,2025-09-08,2025-12-03,CH_OTA_EXP,NET,3,244.25,Confirmed
BK_02511,2025-12-02,2026-03-01,CH_WHOLE,CORP,1,282.03,Confirmed
BK_02512,2025-04-22,2025-06-01,CH_WHOLE,CORP,3,1253.79,Checked-Out
BK_02513,2025-07-24,2025-10-13,CH_WHOLE,CORP,1,239.57,Checked-Out
BK_02514,2025-07-20,2025-08-21,CH_DIRECT,RACK,2,459.78,Confirmed
BK_02515,2026-06-30,2026-08-12,CH_WHOLE,PROMO,2,964.3,Confirmed
BK_02516,2026-12-08,2026-12-18,CH_OTA_BKG,PROMO,1,252.51,Confirmed
BK_02517,2025-07-29,2025-09-27,CH_WHOLE,RACK,1,366.0,Checked-Out
BK_02518,2026-03-28,2026-04-15,CH_OTA_EXP,PROMO,1,235.77,Confirmed
BK_02519,2025-09-20,2025-09-22,CH_WHOLE,RACK,2,700.14,Cancelled
BK_02520,2025-08-03,2025-08-15,CH_DIRECT,PROMO,3,389.66,Cancelled
BK_02521,2026-09-05,2026-11-13,CH_OTA_EXP,RACK,2,738.76,Checked-Out
BK_02522,2025-06-21,2025-09-14,CH_OTA_BKG,NET,1,414.2,Cancelled
BK_02523,2025-04-13,2025-04-25,CH_OTA_EXP,CORP,1,259.38,Cancelled
BK_02524,2026-01-01,2026-02-28,CH_OTA_EXP,RACK,3,362.86,Checked-Out
BK_02525,2026-08-09,2026-08-12,CH_DIRECT,PROMO,1,425.37,Confirmed
BK_02526,2025-02-16,2025-03-11,CH_OTA_EXP,PROMO,1,135.7,Cancelled
BK_02527,2025-03-04,2025-05-28,CH_WHOLE,PROMO,3,409.49,Confirmed
BK_02528,2025-07-29,2025-09-14,CH_DIRECT,NET,1,368.93,Confirmed
BK_02529,2026-05-01,2026-06-19,CH_OTA_BKG,PROMO,2,189.51,Confirmed
BK_02530,2026-12-02,2027-01-25,CH_OTA_BKG,RACK,1,168.95,Confirmed
BK_02531,2026-03-02,2026-03-16,CH_WHOLE,PROMO,3,1263.88,Cancelled
BK_02532,2026-06-17,2026-08-28,CH_DIRECT,NET,1,428.09,Checked-Out
BK_02533,2026-06-30,2026-09-23,CH_OTA_EXP,NET,2,304.59,Cancelled
BK_02534,2025-10-13,2025-11-23,CH_DIRECT,PROMO,3,1245.86,Confirmed
BK_02535,2025-07-20,2025-09-10,CH_DIRECT,NET,3,825.73,Confirmed
BK_02536,2026-08-19,2026-09-03,CH_OTA_EXP,RACK,1,389.54,Checked-Out
BK_02537,2025-04-26,2025-07-07,CH_WHOLE,NET,3,971.63,Checked-Out
BK_02538,2025-05-19,2025-05-26,CH_OTA_EXP,PROMO,1,181.0,Confirmed
BK_02539,2026-06-05,2026-08-22,CH_OTA_BKG,PROMO,3,935.87,Cancelled
BK_02540,2026-06-22,2026-08-30,CH_OTA_BKG,CORP,2,438.94,Confirmed
BK_02541,2025-07-02,2025-07-08,CH_WHOLE,NET,1,138.68,Confirmed
BK_02542,2026-12-17,2027-03-09,CH_OTA_BKG,PROMO,3,797.36,Cancelled
BK_02543,2026-10-12,2026-12-21,CH_OTA_BKG,CORP,2,298.29,Cancelled
BK_02544,2025-12-12,2025-12-16,CH_OTA_BKG,RACK,1,405.63,Checked-Out
BK_02545,2025-01-25,2025-01-29,CH_OTA_BKG,CORP,1,398.17,Checked-Out
BK_02546,2026-08-23,2026-09-03,CH_OTA_BKG,PROMO,2,960.59,Confirmed
BK_02547,2026-03-26,2026-06-03,CH_DIRECT,RACK,3,1183.07,Checked-Out
BK_02548,2025-01-27,2025-02-16,CH_DIRECT,CORP,2,724.63,Checked-Out
BK_02549,2026-10-24,2026-12-01,CH_DIRECT,CORP,1,115.72,Confirmed
BK_02550,2026-09-07,2026-12-02,CH_WHOLE,CORP,2,598.67,Confirmed
BK_02551,2025-06-04,2025-06-27,CH_DIRECT,RACK,2,478.73,Confirmed
BK_02552,2026-06-04,2026-07-30,CH_WHOLE,RACK,1,331.67,Confirmed
BK_02553,2026-11-09,2026-12-13,CH_OTA_EXP,NET,2,694.8,Confirmed
BK_02554,2026-01-06,2026-03-14,CH_DIRECT,PROMO,2,477.29,Confirmed
BK_02555,2025-08-30,2025-10-22,CH_OTA_EXP,CORP,3,527.08,Cancelled
BK_02556,2026-01-14,2026-04-09,CH_OTA_BKG,CORP,2,850.13,Checked-Out
BK_02557,2026-01-20,2026-01-26,CH_OTA_BKG,NET,1,250.83,Confirmed
BK_02558,2026-02-25,2026-05-14,CH_WHOLE,CORP,1,404.39,Checked-Out
BK_02559,2026-06-23,2026-07-17,CH_OTA_EXP,RACK,1,192.48,Confirmed
BK_02560,2025-05-06,2025-06-26,CH_DIRECT,RACK,3,1393.2,Checked-Out
BK_02561,2025-01-06,2025-02-09,CH_DIRECT,PROMO,3,1435.04,Cancelled
BK_02562,2025-09-12,2025-11-18,CH_OTA_EXP,NET,3,1202.45,Checked-Out
BK_02563,2026-10-26,2026-11-04,CH_WHOLE,CORP,1,145.04,Confirmed
BK_02564,2025-05-25,2025-08-23,CH_WHOLE,CORP,3,455.3,Checked-Out
BK_02565,2026-10-23,2027-01-17,CH_DIRECT,NET,2,293.22,Confirmed
BK_02566,2026-03-06,2026-03-23,CH_DIRECT,NET,1,123.72,Cancelled
BK_02567,2025-03-26,2025-05-25,CH_OTA_BKG,NET,2,954.18,Checked-Out
BK_02568,2026-02-04,2026-02-25,CH_DIRECT,CORP,2,887.67,Confirmed
BK_02569,2025-07-11,2025-09-01,CH_OTA_EXP,CORP,2,616.51,Confirmed
BK_02570,2025-10-28,2025-11-22,CH_OTA_BKG,RACK,2,476.91,Cancelled
BK_02571,2025-10-14,2025-11-21,CH_OTA_BKG,PROMO,3,377.3,Confirmed
BK_02572,2026-07-24,2026-10-22,CH_OTA_EXP,CORP,2,769.42,Confirmed
BK_02573,2026-04-22,2026-07-10,CH_OTA_BKG,CORP,1,201.67,Checked-Out
BK_02574,2025-02-28,2025-04-07,CH_OTA_EXP,PROMO,1,167.75,Cancelled
BK_02575,2025-07-18,2025-09-24,CH_DIRECT,CORP,3,393.95,Checked-Out
BK_02576,2025-08-16,2025-09-04,CH_OTA_BKG,RACK,1,378.75,Cancelled
BK_02577,2026-06-23,2026-08-22,CH_OTA_BKG,RACK,3,1469.24,Confirmed
BK_02578,2026-08-31,2026-09-12,CH_OTA_EXP,NET,1,136.58,Checked-Out
BK_02579,2025-11-27,2025-12-26,CH_OTA_BKG,NET,1,383.81,Confirmed
BK_02580,2026-09-19,2026-11-23,CH_WHOLE,CORP,2,240.06,Checked-Out
BK_02581,2026-02-21,2026-05-03,CH_OTA_BKG,RACK,1,167.66,Confirmed
BK_02582,2025-01-31,2025-04-17,CH_OTA_BKG,CORP,2,254.09,Confirmed
BK_02583,2026-09-04,2026-11-11,CH_OTA_BKG,PROMO,3,715.39,Cancelled
BK_02584,2026-10-15,2027-01-13,CH_WHOLE,CORP,3,597.4,Checked-Out
BK_02585,2025-05-03,2025-06-26,CH_OTA_BKG,PROMO,2,469.04,Cancelled
BK_02586,2025-05-18,2025-05-26,CH_OTA_BKG,CORP,3,329.35,Confirmed
BK_02587,2026-06-23,2026-09-13,CH_DIRECT,RACK,3,608.23,Confirmed
BK_02588,2026-02-11,2026-04-20,CH_WHOLE,CORP,1,326.35,Cancelled
BK_02589,2025-07-19,2025-08-10,CH_OTA_EXP,PROMO,3,998.48,Confirmed
BK_02590,2025-03-17,2025-04-17,CH_WHOLE,CORP,2,443.66,Confirmed
BK_02591,2025-04-05,2025-05-08,CH_OTA_BKG,CORP,1,298.27,Cancelled
BK_02592,2025-02-13,2025-04-01,CH_OTA_BKG,CORP,1,286.8,Cancelled
BK_02593,2026-03-15,2026-05-10,CH_OTA_BKG,RACK,1,393.46,Cancelled
BK_02594,2025-01-19,2025-01-25,CH_OTA_EXP,RACK,3,1355.02,Cancelled
BK_02595,2026-02-04,2026-03-27,CH_OTA_BKG,RACK,2,289.35,Cancelled
BK_02596,2025-03-16,2025-04-27,CH_OTA_EXP,RACK,1,402.39,Cancelled
BK_02597,2025-12-15,2026-01-30,CH_OTA_BKG,NET,3,933.37,Cancelled
BK_02598,2026-08-09,2026-08-23,CH_WHOLE,NET,2,800.96,Checked-Out
BK_02599,2025-05-27,2025-08-15,CH_OTA_EXP,CORP,2,789.72,Confirmed
BK_02600,2025-04-29,2025-05-30,CH_DIRECT,RACK,3,1481.29,Confirmed
BK_02601,2025-12-17,2026-01-25,CH_OTA_EXP,NET,3,1390.03,Checked-Out
BK_02602,2026-06-26,2026-07-14,CH_WHOLE,RACK,1,178.17,Cancelled
BK_02603,2026-09-22,2026-10-08,CH_OTA_BKG,RACK,3,706.91,Checked-Out
BK_02604,2026-12-12,2026-12-15,CH_OTA_BKG,CORP,3,971.86,Confirmed
BK_02605,2025-10-24,2025-11-30,CH_OTA_EXP,RACK,3,1494.16,Cancelled
BK_02606,2026-08-20,2026-09-11,CH_WHOLE,NET,3,961.62,Cancelled
BK_02607,2026-11-04,2026-12-12,CH_WHOLE,RACK,3,612.39,Checked-Out
BK_02608,2026-01-10,2026-03-26,CH_WHOLE,PROMO,1,218.75,Confirmed
BK_02609,2025-10-29,2025-11-01,CH_DIRECT,PROMO,1,454.03,Confirmed
BK_02610,2025-07-09,2025-08-07,CH_DIRECT,PROMO,2,499.54,Checked-Out
BK_02611,2025-02-26,2025-04-20,CH_OTA_BKG,NET,1,247.16,Confirmed
BK_02612,2026-04-14,2026-06-07,CH_OTA_BKG,NET,1,394.7,Cancelled
BK_02613,2026-07-30,2026-08-29,CH_OTA_EXP,CORP,3,1074.8,Cancelled
BK_02614,2026-10-28,2026-11-29,CH_OTA_EXP,RACK,2,855.53,Cancelled
BK_02615,2026-02-22,2026-05-18,CH_OTA_BKG,PROMO,3,953.5,Cancelled
BK_02616,2025-12-16,2025-12-20,CH_OTA_EXP,NET,3,1201.51,Checked-Out
BK_02617,2026-11-24,2026-12-13,CH_WHOLE,CORP,1,409.11,Cancelled
BK_02618,2026-08-10,2026-09-28,CH_DIRECT,NET,3,331.73,Confirmed
BK_02619,2025-01-16,2025-03-29,CH_WHOLE,NET,1,362.24,Checked-Out
BK_02620,2025-05-30,2025-06-24,CH_DIRECT,CORP,1,185.81,Confirmed
BK_02621,2025-10-01,2025-11-22,CH_OTA_EXP,PROMO,3,1243.32,Cancelled
BK_02622,2026-06-06,2026-07-11,CH_OTA_BKG,RACK,1,280.94,Confirmed
BK_02623,2025-01-02,2025-01-03,CH_WHOLE,NET,2,212.59,Confirmed
BK_02624,2025-04-30,2025-06-19,CH_OTA_EXP,RACK,1,360.69,Checked-Out
BK_02625,2025-12-09,2025-12-13,CH_OTA_BKG,RACK,2,603.36,Checked-Out
BK_02626,2026-10-26,2026-12-01,CH_OTA_BKG,CORP,3,1004.23,Checked-Out
BK_02627,2025-11-26,2025-12-03,CH_WHOLE,NET,1,442.42,Checked-Out
BK_02628,2025-07-20,2025-10-03,CH_WHOLE,NET,3,421.0,Checked-Out
BK_02629,2026-01-13,2026-02-11,CH_DIRECT,CORP,1,456.2,Cancelled
BK_02630,2026-03-30,2026-06-15,CH_DIRECT,NET,1,104.44,Cancelled
BK_02631,2025-05-24,2025-07-15,CH_WHOLE,PROMO,3,412.86,Confirmed
BK_02632,2026-07-23,2026-08-04,CH_WHOLE,NET,2,935.4,Confirmed
BK_02633,2026-08-02,2026-10-31,CH_OTA_BKG,CORP,1,246.86,Checked-Out
BK_02634,2026-11-22,2027-01-30,CH_DIRECT,RACK,1,163.34,Cancelled
BK_02635,2025-08-26,2025-09-07,CH_OTA_EXP,CORP,2,760.53,Confirmed
BK_02636,2025-07-27,2025-09-10,CH_WHOLE,RACK,2,617.54,Confirmed
BK_02637,2026-04-21,2026-04-23,CH_OTA_EXP,PROMO,3,368.09,Checked-Out
BK_02638,2025-06-17,2025-06-18,CH_WHOLE,RACK,1,395.14,Confirmed
BK_02639,2026-06-10,2026-09-04,CH_DIRECT,PROMO,2,576.43,Checked-Out
BK_02640,2025-12-20,2026-02-07,CH_OTA_BKG,PROMO,1,267.95,Checked-Out
BK_02641,2026-07-13,2026-08-20,CH_DIRECT,CORP,3,301.97,Confirmed
BK_02642,2026-08-16,2026-09-27,CH_OTA_BKG,PROMO,2,406.97,Confirmed
BK_02643,2025-04-07,2025-06-02,CH_DIRECT,CORP,1,179.33,Confirmed
BK_02644,2026-11-30,2027-01-02,CH_OTA_BKG,NET,2,608.71,Confirmed
BK_02645,2026-04-20,2026-06-23,CH_OTA_EXP,PROMO,1,85.89,Confirmed
BK_02646,2026-10-17,2026-10-29,CH_WHOLE,PROMO,1,343.87,Cancelled
BK_02647,2026-06-16,2026-08-09,CH_OTA_EXP,CORP,3,1285.48,Checked-Out
BK_02648,2026-12-05,2027-02-21,CH_WHOLE,PROMO,2,887.93,Confirmed
BK_02649,2026-07-07,2026-08-08,CH_OTA_BKG,PROMO,3,1098.73,Cancelled
BK_02650,2026-02-23,2026-02-27,CH_DIRECT,PROMO,3,1185.34,Checked-Out
BK_02651,2025-01-24,2025-03-29,CH_WHOLE,NET,3,1408.15,Confirmed
BK_02652,2026-04-10,2026-06-11,CH_OTA_BKG,NET,2,358.2,Cancelled
BK_02653,2026-06-15,2026-07-04,CH_OTA_BKG,CORP,1,237.97,Confirmed
BK_02654,2025-03-28,2025-06-21,CH_OTA_EXP,PROMO,1,344.25,Cancelled
BK_02655,2026-11-22,2026-12-13,CH_OTA_BKG,NET,3,1340.55,Cancelled
BK_02656,2025-01-16,2025-02-28,CH_WHOLE,RACK,3,573.78,Checked-Out
BK_02657,2025-06-03,2025-06-13,CH_OTA_EXP,RACK,3,414.82,Checked-Out
BK_02658,2026-02-12,2026-04-12,CH_OTA_BKG,CORP,1,260.58,Checked-Out
BK_02659,2026-07-09,2026-08-15,CH_OTA_BKG,PROMO,1,454.71,Confirmed
BK_02660,2025-12-05,2025-12-10,CH_OTA_EXP,NET,3,993.76,Checked-Out
BK_02661,2025-09-14,2025-11-18,CH_DIRECT,PROMO,2,901.29,Cancelled
BK_02662,2026-09-17,2026-11-22,CH_OTA_BKG,RACK,2,451.29,Checked-Out
BK_02663,2026-07-13,2026-09-16,CH_WHOLE,RACK,3,1065.09,Confirmed
BK_02664,2026-01-01,2026-01-24,CH_OTA_EXP,NET,2,488.02,Confirmed
BK_02665,2026-07-07,2026-09-30,CH_OTA_EXP,RACK,3,809.53,Cancelled
BK_02666,2025-03-21,2025-06-08,CH_OTA_BKG,NET,2,672.76,Cancelled
BK_02667,2026-01-29,2026-04-09,CH_OTA_EXP,NET,3,866.5,Confirmed
BK_02668,2025-05-13,2025-06-23,CH_OTA_EXP,NET,3,288.11,Checked-Out
BK_02669,2026-06-29,2026-08-09,CH_OTA_BKG,NET,3,474.66,Checked-Out
BK_02670,2025-09-01,2025-10-19,CH_OTA_BKG,CORP,1,358.7,Cancelled
BK_02671,2026-02-04,2026-03-25,CH_DIRECT,NET,3,288.28,Checked-Out
BK_02672,2025-05-08,2025-05-30,CH_DIRECT,PROMO,3,671.72,Cancelled
BK_02673,2025-10-02,2025-11-04,CH_OTA_EXP,NET,2,658.62,Confirmed
BK_02674,2025-05-24,2025-07-09,CH_DIRECT,PROMO,3,550.75,Confirmed
BK_02675,2026-12-01,2027-02-08,CH_DIRECT,NET,1,443.84,Confirmed
BK_02676,2026-07-14,2026-09-26,CH_OTA_BKG,CORP,2,298.11,Confirmed
BK_02677,2026-12-02,2027-02-28,CH_DIRECT,PROMO,3,1199.49,Checked-Out
BK_02678,2026-05-10,2026-06-02,CH_DIRECT,NET,1,486.82,Confirmed
BK_02679,2026-02-18,2026-05-05,CH_OTA_EXP,PROMO,2,604.98,Checked-Out
BK_02680,2026-01-14,2026-01-28,CH_OTA_EXP,RACK,3,1135.38,Cancelled
BK_02681,2026-01-10,2026-01-14,CH_WHOLE,CORP,2,957.64,Checked-Out
BK_02682,2025-11-29,2025-12-02,CH_DIRECT,NET,3,602.0,Cancelled
BK_02683,2025-08-18,2025-08-19,CH_OTA_EXP,CORP,3,1025.21,Checked-Out
BK_02684,2026-06-09,2026-08-22,CH_OTA_BKG,RACK,2,663.16,Confirmed
BK_02685,2025-02-18,2025-03-16,CH_DIRECT,PROMO,2,826.5,Confirmed
BK_02686,2026-01-08,2026-02-04,CH_WHOLE,CORP,1,216.6,Cancelled
BK_02687,2025-04-21,2025-06-02,CH_DIRECT,PROMO,1,170.97,Confirmed
BK_02688,2026-01-10,2026-03-31,CH_OTA_EXP,NET,2,771.39,Checked-Out
BK_02689,2025-04-10,2025-05-11,CH_WHOLE,NET,2,198.47,Checked-Out
BK_02690,2025-09-30,2025-10-20,CH_OTA_BKG,CORP,1,94.78,Cancelled
BK_02691,2025-07-01,2025-08-29,CH_WHOLE,RACK,3,985.59,Cancelled
BK_02692,2026-07-29,2026-08-06,CH_OTA_EXP,NET,1,194.11,Confirmed
BK_02693,2025-08-29,2025-11-03,CH_DIRECT,NET,1,453.88,Cancelled
BK_02694,2026-07-25,2026-09-18,CH_WHOLE,RACK,2,885.79,Checked-Out
BK_02695,2026-06-03,2026-07-27,CH_WHOLE,NET,2,410.87,Confirmed
BK_02696,2025-05-22,2025-07-25,CH_DIRECT,CORP,3,1365.4,Cancelled
BK_02697,2026-07-09,2026-09-28,CH_DIRECT,NET,2,829.15,Cancelled
BK_02698,2026-12-31,2027-03-20,CH_DIRECT,PROMO,3,402.41,Checked-Out
BK_02699,2025-05-02,2025-05-13,CH_WHOLE,CORP,1,137.17,Confirmed
BK_02700,2025-02-10,2025-02-16,CH_OTA_EXP,CORP,2,696.9,Checked-Out
BK_02701,2026-10-25,2026-11-24,CH_OTA_BKG,PROMO,1,349.91,Confirmed
BK_02702,2025-11-30,2026-01-10,CH_OTA_BKG,PROMO,1,216.07,Cancelled
BK_02703,2025-02-04,2025-04-12,CH_OTA_EXP,NET,3,1170.08,Checked-Out
BK_02704,2025-04-13,2025-05-20,CH_DIRECT,CORP,3,901.24,Cancelled
BK_02705,2026-01-31,2026-04-17,CH_WHOLE,PROMO,2,969.0,Checked-Out
BK_02706,2025-08-16,2025-10-10,CH_WHOLE,NET,3,1436.32,Checked-Out
BK_02707,2026-02-28,2026-03-20,CH_OTA_BKG,PROMO,2,870.61,Checked-Out
BK_02708,2026-12-22,2027-01-13,CH_DIRECT,CORP,1,478.88,Confirmed
BK_02709,2026-06-23,2026-07-21,CH_OTA_EXP,RACK,3,408.49,Confirmed
BK_02710,2025-05-10,2025-06-05,CH_OTA_EXP,RACK,3,624.14,Confirmed
BK_02711,2025-03-02,2025-04-20,CH_OTA_BKG,RACK,3,548.38,Cancelled
BK_02712,2026-05-17,2026-06-07,CH_OTA_EXP,NET,2,180.35,Confirmed
BK_02713,2026-04-28,2026-06-19,CH_OTA_BKG,NET,1,410.51,Cancelled
BK_02714,2026-05-07,2026-07-06,CH_DIRECT,CORP,3,1466.35,Checked-Out
BK_02715,2026-10-05,2026-11-09,CH_WHOLE,PROMO,2,289.99,Checked-Out
BK_02716,2025-02-03,2025-03-17,CH_OTA_EXP,RACK,3,1269.0,Checked-Out
BK_02717,2026-04-10,2026-05-29,CH_OTA_EXP,RACK,2,204.6,Confirmed
BK_02718,2026-03-27,2026-04-12,CH_WHOLE,PROMO,1,272.01,Confirmed
BK_02719,2025-07-23,2025-09-18,CH_OTA_EXP,PROMO,1,216.85,Confirmed
BK_02720,2025-06-08,2025-08-21,CH_OTA_EXP,NET,1,481.24,Checked-Out
BK_02721,2026-03-14,2026-04-25,CH_OTA_BKG,CORP,1,312.32,Confirmed
BK_02722,2025-08-31,2025-09-22,CH_DIRECT,CORP,3,1454.83,Checked-Out
BK_02723,2026-07-08,2026-08-04,CH_DIRECT,CORP,2,511.02,Cancelled
BK_02724,2026-10-23,2026-12-22,CH_WHOLE,PROMO,1,419.46,Cancelled
BK_02725,2025-09-11,2025-09-14,CH_DIRECT,CORP,2,645.19,Cancelled
BK_02726,2026-09-18,2026-10-03,CH_OTA_EXP,NET,3,1279.33,Checked-Out
BK_02727,2026-03-26,2026-03-27,CH_OTA_EXP,PROMO,2,218.7,Confirmed
BK_02728,2025-12-06,2026-01-07,CH_WHOLE,NET,3,381.77,Cancelled
BK_02729,2026-12-26,2027-02-06,CH_OTA_EXP,PROMO,1,142.68,Checked-Out
BK_02730,2025-04-11,2025-04-29,CH_DIRECT,NET,3,1236.14,Confirmed
BK_02731,2026-07-16,2026-08-10,CH_OTA_EXP,RACK,1,191.43,Checked-Out
BK_02732,2026-05-16,2026-08-02,CH_WHOLE,NET,2,734.22,Checked-Out
BK_02733,2026-12-23,2027-02-09,CH_DIRECT,PROMO,1,347.72,Cancelled
BK_02734,2025-03-04,2025-03-10,CH_OTA_EXP,RACK,2,981.51,Confirmed
BK_02735,2026-02-02,2026-04-26,CH_OTA_BKG,CORP,1,273.29,Cancelled
BK_02736,2025-06-16,2025-07-13,CH_OTA_BKG,RACK,1,350.02,Confirmed
