booking_id,booking_date,check_in_date,channel_id,rate_code_id,rooms_sold,gross_room_revenue,status,is_commissionable,default_commission_rate,commission_cost,net_room_revenue,OCC,Day Name,true_gross_room_revenue,true_commission_cost,true_net_room_revenue,ADR,net_ADR,net_RevPAR
BK_02947,26/5/2025,8/7/2025,CH_DIRECT,NET,3,730.22,Checked-Out,FALSE,0,0,730.22,0.03,Tuesday,730.22,0,730.22,243.4066667,243.4066667,7.3022
BK_02949,28/8/2025,8/10/2025,CH_DIRECT,RACK,3,463.18,Confirmed,TRUE,0,0,463.18,0.03,Wednesday,463.18,0,463.18,154.3933333,154.3933333,4.6318
BK_02950,26/3/2025,20/6/2025,CH_OTA_EXP,PROMO,2,916.94,Checked-Out,TRUE,0.15,137.541,779.399,0.02,Friday,916.94,137.541,779.399,458.47,389.6995,7.79399
BK_02951,1/1/2026,9/1/2026,CH_OTA_BKG,PROMO,2,798.02,Checked-Out,TRUE,0.18,143.6436,654.3764,0.02,Friday,798.02,143.6436,654.3764,399.01,327.1882,6.543764
BK_02952,21/2/2025,4/3/2025,CH_DIRECT,RACK,2,340.26,Checked-Out,TRUE,0,0,340.26,0.02,Tuesday,340.26,0,340.26,170.13,170.13,3.4026
BK_02956,27/12/2026,13/3/2027,CH_DIRECT,RACK,1,359.9,Confirmed,TRUE,0,0,359.9,0.01,Saturday,359.9,0,359.9,359.9,359.9,3.599
BK_02958,13/1/2025,9/2/2025,CH_OTA_BKG,RACK,2,452.5,Confirmed,TRUE,0.18,81.45,371.05,0.02,Sunday,452.5,81.45,371.05,226.25,185.525,3.7105
BK_02960,4/10/2026,22/12/2026,CH_OTA_BKG,PROMO,3,664.38,Checked-Out,TRUE,0.18,119.5884,544.7916,0.03,Tuesday,664.38,119.5884,544.7916,221.46,181.5972,5.447916
BK_02961,24/9/2026,17/10/2026,CH_DIRECT,CORP,1,461.91,Checked-Out,TRUE,0,0,461.91,0.01,Saturday,461.91,0,461.91,461.91,461.91,4.6191
BK_02962,4/8/2026,17/9/2026,CH_OTA_EXP,RACK,2,485.85,Confirmed,TRUE,0.15,72.8775,412.9725,0.02,Thursday,485.85,72.8775,412.9725,242.925,206.48625,4.129725
BK_02963,2/3/2025,24/4/2025,CH_WHOLE,RACK,3,264.22,Checked-Out,TRUE,0,0,264.22,0.03,Thursday,264.22,0,264.22,88.07333333,88.07333333,2.6422
BK_02965,4/5/2026,7/6/2026,CH_OTA_BKG,PROMO,2,580.8,Checked-Out,TRUE,0.18,104.544,476.256,0.02,Sunday,580.8,104.544,476.256,290.4,238.128,4.76256
BK_02968,15/4/2026,3/6/2026,CH_OTA_EXP,CORP,2,166.76,Confirmed,TRUE,0.15,25.014,141.746,0.02,Wednesday,166.76,25.014,141.746,83.38,70.873,1.41746
BK_02971,5/7/2026,7/8/2026,CH_OTA_EXP,RACK,3,475.33,Checked-Out,TRUE,0.15,71.2995,404.0305,0.03,Friday,475.33,71.2995,404.0305,158.4433333,134.6768333,4.040305
BK_02972,21/12/2026,10/1/2027,CH_OTA_EXP,PROMO,2,438.07,Confirmed,TRUE,0.15,65.7105,372.3595,0.02,Sunday,438.07,65.7105,372.3595,219.035,186.17975,3.723595
BK_02974,25/11/2026,1/12/2026,CH_DIRECT,PROMO,1,347.63,Checked-Out,TRUE,0,0,347.63,0.01,Tuesday,347.63,0,347.63,347.63,347.63,3.4763
BK_02975,24/7/2026,15/9/2026,CH_DIRECT,PROMO,1,143.62,Confirmed,TRUE,0,0,143.62,0.01,Tuesday,143.62,0,143.62,143.62,143.62,1.4362
BK_02976,1/4/2025,21/5/2025,CH_WHOLE,NET,1,413.72,Checked-Out,FALSE,0,0,413.72,0.01,Wednesday,413.72,0,413.72,413.72,413.72,4.1372
BK_02977,7/1/2025,13/2/2025,CH_DIRECT,NET,2,793.56,Checked-Out,FALSE,0,0,793.56,0.02,Thursday,793.56,0,793.56,396.78,396.78,7.9356
BK_02978,24/7/2026,2/10/2026,CH_WHOLE,CORP,3,1324.49,Confirmed,TRUE,0,0,1324.49,0.03,Friday,1324.49,0,1324.49,441.4966667,441.4966667,13.2449
BK_02979,25/6/2025,9/9/2025,CH_WHOLE,CORP,1,246,Confirmed,TRUE,0,0,246,0.01,Tuesday,246,0,246,246,246,2.46
BK_02983,15/6/2025,14/7/2025,CH_OTA_BKG,PROMO,1,261.21,Confirmed,TRUE,0.18,47.0178,214.1922,0.01,Monday,261.21,47.0178,214.1922,261.21,214.1922,2.141922
BK_02984,12/4/2025,4/7/2025,CH_OTA_EXP,RACK,2,921.8,Checked-Out,TRUE,0.15,138.27,783.53,0.02,Friday,921.8,138.27,783.53,460.9,391.765,7.8353
BK_02985,8/5/2025,14/7/2025,CH_WHOLE,RACK,3,701.21,Confirmed,TRUE,0,0,701.21,0.03,Monday,701.21,0,701.21,233.7366667,233.7366667,7.0121
BK_02987,18/7/2026,27/9/2026,CH_OTA_BKG,CORP,3,1184.53,Checked-Out,TRUE,0.18,213.2154,971.3146,0.03,Sunday,1184.53,213.2154,971.3146,394.8433333,323.7715333,9.713146
BK_02988,27/4/2026,19/5/2026,CH_OTA_BKG,NET,3,891.12,Checked-Out,FALSE,0.18,0,891.12,0.03,Tuesday,1086.731707,195.6117073,891.12,362.2439024,297.04,8.9112
BK_02989,21/2/2025,6/4/2025,CH_OTA_EXP,NET,3,1204.64,Checked-Out,FALSE,0.15,0,1204.64,0.03,Sunday,1417.223529,212.5835294,1204.64,472.4078431,401.5466667,12.0464
BK_02990,11/9/2026,9/10/2026,CH_OTA_BKG,NET,3,1427.68,Checked-Out,FALSE,0.18,0,1427.68,0.03,Friday,1741.073171,313.3931707,1427.68,580.3577236,475.8933333,14.2768
BK_02994,4/7/2026,21/7/2026,CH_OTA_EXP,PROMO,3,1431.35,Confirmed,TRUE,0.15,214.7025,1216.6475,0.03,Tuesday,1431.35,214.7025,1216.6475,477.1166667,405.5491667,12.166475
BK_02995,16/9/2025,28/9/2025,CH_DIRECT,CORP,2,989.42,Checked-Out,TRUE,0,0,989.42,0.02,Sunday,989.42,0,989.42,494.71,494.71,9.8942
BK_02997,15/8/2026,1/11/2026,CH_OTA_EXP,RACK,3,399.43,Checked-Out,TRUE,0.15,59.9145,339.5155,0.03,Sunday,399.43,59.9145,339.5155,133.1433333,113.1718333,3.395155
BK_02998,14/1/2025,31/1/2025,CH_OTA_BKG,PROMO,1,196.34,Checked-Out,TRUE,0.18,35.3412,160.9988,0.01,Friday,196.34,35.3412,160.9988,196.34,160.9988,1.609988
BK_03000,3/1/2026,20/1/2026,CH_OTA_BKG,PROMO,2,763,Confirmed,TRUE,0.18,137.34,625.66,0.02,Tuesday,763,137.34,625.66,381.5,312.83,6.2566
BK_03002,17/9/2025,7/11/2025,CH_OTA_EXP,RACK,3,1480.3,Confirmed,TRUE,0.15,222.045,1258.255,0.03,Friday,1480.3,222.045,1258.255,493.4333333,419.4183333,12.58255
BK_03004,22/8/2026,4/9/2026,CH_OTA_EXP,PROMO,1,367.19,Checked-Out,TRUE,0.15,55.0785,312.1115,0.01,Friday,367.19,55.0785,312.1115,367.19,312.1115,3.121115
BK_03005,15/6/2025,31/8/2025,CH_OTA_BKG,NET,3,1353.16,Checked-Out,FALSE,0.18,0,1353.16,0.03,Sunday,1650.195122,297.035122,1353.16,550.0650407,451.0533333,13.5316
BK_03006,17/3/2025,17/5/2025,CH_DIRECT,NET,3,291.5,Confirmed,FALSE,0,0,291.5,0.03,Saturday,291.5,0,291.5,97.16666667,97.16666667,2.915
BK_03007,20/8/2026,27/10/2026,CH_OTA_EXP,RACK,1,190.74,Checked-Out,TRUE,0.15,28.611,162.129,0.01,Tuesday,190.74,28.611,162.129,190.74,162.129,1.62129
BK_03008,9/7/2026,14/8/2026,CH_OTA_BKG,NET,2,296.25,Checked-Out,FALSE,0.18,0,296.25,0.02,Friday,361.2804878,65.0304878,296.25,180.6402439,148.125,2.9625
BK_03009,25/3/2025,20/4/2025,CH_OTA_BKG,NET,2,171.75,Confirmed,FALSE,0.18,0,171.75,0.02,Sunday,209.4512195,37.70121951,171.75,104.7256098,85.875,1.7175
BK_03010,11/1/2026,4/3/2026,CH_DIRECT,NET,2,546.82,Confirmed,FALSE,0,0,546.82,0.02,Wednesday,546.82,0,546.82,273.41,273.41,5.4682
BK_03013,4/11/2025,27/1/2026,CH_OTA_BKG,NET,2,488.87,Confirmed,FALSE,0.18,0,488.87,0.02,Tuesday,596.1829268,107.3129268,488.87,298.0914634,244.435,4.8887
BK_03014,3/12/2026,12/1/2027,CH_OTA_EXP,PROMO,3,765.21,Confirmed,TRUE,0.15,114.7815,650.4285,0.03,Tuesday,765.21,114.7815,650.4285,255.07,216.8095,6.504285
BK_03015,6/11/2025,28/1/2026,CH_WHOLE,PROMO,2,319.41,Confirmed,TRUE,0,0,319.41,0.02,Wednesday,319.41,0,319.41,159.705,159.705,3.1941
BK_03016,30/1/2026,17/2/2026,CH_WHOLE,RACK,1,204.12,Confirmed,TRUE,0,0,204.12,0.01,Tuesday,204.12,0,204.12,204.12,204.12,2.0412
BK_03017,19/9/2025,17/10/2025,CH_WHOLE,PROMO,3,672.84,Checked-Out,TRUE,0,0,672.84,0.03,Friday,672.84,0,672.84,224.28,224.28,6.7284
BK_03018,23/7/2026,21/10/2026,CH_DIRECT,CORP,3,430.65,Checked-Out,TRUE,0,0,430.65,0.03,Wednesday,430.65,0,430.65,143.55,143.55,4.3065
BK_03019,12/6/2026,17/8/2026,CH_OTA_BKG,NET,3,1437.47,Checked-Out,FALSE,0.18,0,1437.47,0.03,Monday,1753.012195,315.5421951,1437.47,584.3373984,479.1566667,14.3747
BK_03022,3/9/2025,21/9/2025,CH_DIRECT,NET,1,453.36,Checked-Out,FALSE,0,0,453.36,0.01,Sunday,453.36,0,453.36,453.36,453.36,4.5336
BK_03023,28/2/2025,16/4/2025,CH_OTA_EXP,PROMO,1,189.51,Confirmed,TRUE,0.15,28.4265,161.0835,0.01,Wednesday,189.51,28.4265,161.0835,189.51,161.0835,1.610835
BK_03025,16/11/2026,23/1/2027,CH_WHOLE,NET,1,237.02,Checked-Out,FALSE,0,0,237.02,0.01,Saturday,237.02,0,237.02,237.02,237.02,2.3702
BK_03027,27/5/2026,9/7/2026,CH_WHOLE,NET,3,1137.25,Checked-Out,FALSE,0,0,1137.25,0.03,Thursday,1137.25,0,1137.25,379.0833333,379.0833333,11.3725
BK_03029,15/1/2026,29/3/2026,CH_WHOLE,CORP,2,484.79,Checked-Out,TRUE,0,0,484.79,0.02,Sunday,484.79,0,484.79,242.395,242.395,4.8479
BK_03031,10/5/2025,21/5/2025,CH_OTA_EXP,CORP,2,470.75,Checked-Out,TRUE,0.15,70.6125,400.1375,0.02,Wednesday,470.75,70.6125,400.1375,235.375,200.06875,4.001375
BK_03035,20/5/2025,20/6/2025,CH_DIRECT,RACK,2,312.54,Confirmed,TRUE,0,0,312.54,0.02,Friday,312.54,0,312.54,156.27,156.27,3.1254
BK_03036,20/10/2025,27/10/2025,CH_DIRECT,PROMO,1,412.91,Confirmed,TRUE,0,0,412.91,0.01,Monday,412.91,0,412.91,412.91,412.91,4.1291
BK_03037,2/3/2026,17/3/2026,CH_DIRECT,CORP,2,339.33,Confirmed,TRUE,0,0,339.33,0.02,Tuesday,339.33,0,339.33,169.665,169.665,3.3933
BK_03038,9/4/2026,21/6/2026,CH_WHOLE,PROMO,3,1210.6,Confirmed,TRUE,0,0,1210.6,0.03,Sunday,1210.6,0,1210.6,403.5333333,403.5333333,12.106
BK_03039,17/4/2025,14/7/2025,CH_OTA_BKG,RACK,3,1053.48,Checked-Out,TRUE,0.18,189.6264,863.8536,0.03,Monday,1053.48,189.6264,863.8536,351.16,287.9512,8.638536
BK_03040,5/5/2025,8/7/2025,CH_DIRECT,PROMO,1,471.41,Confirmed,TRUE,0,0,471.41,0.01,Tuesday,471.41,0,471.41,471.41,471.41,4.7141
BK_03041,13/1/2026,25/3/2026,CH_WHOLE,RACK,3,593.87,Confirmed,TRUE,0,0,593.87,0.03,Wednesday,593.87,0,593.87,197.9566667,197.9566667,5.9387
BK_03042,3/8/2025,19/9/2025,CH_DIRECT,PROMO,2,906.91,Checked-Out,TRUE,0,0,906.91,0.02,Friday,906.91,0,906.91,453.455,453.455,9.0691
BK_03043,17/4/2026,21/5/2026,CH_DIRECT,NET,1,127.22,Confirmed,FALSE,0,0,127.22,0.01,Thursday,127.22,0,127.22,127.22,127.22,1.2722
BK_03044,21/10/2026,11/11/2026,CH_OTA_BKG,NET,2,895.26,Confirmed,FALSE,0.18,0,895.26,0.02,Wednesday,1091.780488,196.5204878,895.26,545.8902439,447.63,8.9526
BK_03046,30/11/2026,11/1/2027,CH_WHOLE,PROMO,1,276.57,Confirmed,TRUE,0,0,276.57,0.01,Monday,276.57,0,276.57,276.57,276.57,2.7657
BK_03047,13/10/2025,21/10/2025,CH_OTA_BKG,CORP,1,421.74,Checked-Out,TRUE,0.18,75.9132,345.8268,0.01,Tuesday,421.74,75.9132,345.8268,421.74,345.8268,3.458268
BK_03048,6/3/2025,10/3/2025,CH_DIRECT,CORP,3,894.12,Confirmed,TRUE,0,0,894.12,0.03,Monday,894.12,0,894.12,298.04,298.04,8.9412
BK_03049,7/2/2025,11/2/2025,CH_OTA_EXP,NET,3,464.51,Confirmed,FALSE,0.15,0,464.51,0.03,Tuesday,546.4823529,81.97235294,464.51,182.1607843,154.8366667,4.6451
BK_03050,9/3/2025,18/4/2025,CH_OTA_EXP,CORP,2,716.56,Confirmed,TRUE,0.15,107.484,609.076,0.02,Friday,716.56,107.484,609.076,358.28,304.538,6.09076
BK_03051,3/5/2025,27/6/2025,CH_OTA_BKG,CORP,1,486.42,Checked-Out,TRUE,0.18,87.5556,398.8644,0.01,Friday,486.42,87.5556,398.8644,486.42,398.8644,3.988644
BK_03052,7/5/2025,4/6/2025,CH_WHOLE,RACK,2,994.5,Confirmed,TRUE,0,0,994.5,0.02,Wednesday,994.5,0,994.5,497.25,497.25,9.945
BK_03053,23/7/2025,8/8/2025,CH_OTA_EXP,NET,3,675.79,Checked-Out,FALSE,0.15,0,675.79,0.03,Friday,795.0470588,119.2570588,675.79,265.0156863,225.2633333,6.7579
BK_03054,7/6/2025,13/8/2025,CH_WHOLE,PROMO,3,273.75,Checked-Out,TRUE,0,0,273.75,0.03,Wednesday,273.75,0,273.75,91.25,91.25,2.7375
BK_03056,23/9/2026,8/11/2026,CH_OTA_EXP,PROMO,1,150.97,Checked-Out,TRUE,0.15,22.6455,128.3245,0.01,Sunday,150.97,22.6455,128.3245,150.97,128.3245,1.283245
BK_03057,11/12/2026,6/2/2027,CH_OTA_EXP,PROMO,3,1000.27,Confirmed,TRUE,0.15,150.0405,850.2295,0.03,Saturday,1000.27,150.0405,850.2295,333.4233333,283.4098333,8.502295
BK_03058,2/1/2025,8/2/2025,CH_DIRECT,NET,3,1113.8,Confirmed,FALSE,0,0,1113.8,0.03,Saturday,1113.8,0,1113.8,371.2666667,371.2666667,11.138
BK_03059,29/12/2025,27/1/2026,CH_OTA_EXP,PROMO,2,518.53,Checked-Out,TRUE,0.15,77.7795,440.7505,0.02,Tuesday,518.53,77.7795,440.7505,259.265,220.37525,4.407505
BK_03060,25/12/2025,30/12/2025,CH_WHOLE,NET,1,461.11,Checked-Out,FALSE,0,0,461.11,0.01,Tuesday,461.11,0,461.11,461.11,461.11,4.6111
BK_03061,16/4/2026,22/4/2026,CH_OTA_EXP,NET,3,867.27,Confirmed,FALSE,0.15,0,867.27,0.03,Wednesday,1020.317647,153.0476471,867.27,340.1058824,289.09,8.6727
BK_03063,8/5/2025,28/5/2025,CH_WHOLE,RACK,2,701.64,Checked-Out,TRUE,0,0,701.64,0.02,Wednesday,701.64,0,701.64,350.82,350.82,7.0164
BK_03064,16/8/2025,27/10/2025,CH_OTA_EXP,RACK,2,719.63,Checked-Out,TRUE,0.15,107.9445,611.6855,0.02,Monday,719.63,107.9445,611.6855,359.815,305.84275,6.116855
BK_03066,26/9/2025,13/10/2025,CH_OTA_EXP,PROMO,1,492.5,Confirmed,TRUE,0.15,73.875,418.625,0.01,Monday,492.5,73.875,418.625,492.5,418.625,4.18625
BK_03067,26/5/2025,16/6/2025,CH_OTA_BKG,RACK,3,607.97,Confirmed,TRUE,0.18,109.4346,498.5354,0.03,Monday,607.97,109.4346,498.5354,202.6566667,166.1784667,4.985354
BK_03070,5/8/2025,22/9/2025,CH_OTA_BKG,NET,1,429.91,Checked-Out,FALSE,0.18,0,429.91,0.01,Monday,524.2804878,94.3704878,429.91,524.2804878,429.91,4.2991
BK_03072,2/12/2026,3/2/2027,CH_DIRECT,RACK,1,82.65,Checked-Out,TRUE,0,0,82.65,0.01,Wednesday,82.65,0,82.65,82.65,82.65,0.8265
BK_03073,19/11/2025,19/12/2025,CH_DIRECT,RACK,3,947.72,Confirmed,TRUE,0,0,947.72,0.03,Friday,947.72,0,947.72,315.9066667,315.9066667,9.4772
BK_03074,14/1/2025,9/4/2025,CH_OTA_BKG,PROMO,2,306.59,Checked-Out,TRUE,0.18,55.1862,251.4038,0.02,Wednesday,306.59,55.1862,251.4038,153.295,125.7019,2.514038
BK_03075,28/2/2025,5/5/2025,CH_DIRECT,NET,1,319.78,Checked-Out,FALSE,0,0,319.78,0.01,Monday,319.78,0,319.78,319.78,319.78,3.1978
BK_03077,3/5/2026,9/5/2026,CH_DIRECT,CORP,2,637.69,Confirmed,TRUE,0,0,637.69,0.02,Saturday,637.69,0,637.69,318.845,318.845,6.3769
BK_03078,4/10/2026,28/12/2026,CH_OTA_BKG,CORP,1,259.81,Checked-Out,TRUE,0.18,46.7658,213.0442,0.01,Monday,259.81,46.7658,213.0442,259.81,213.0442,2.130442
BK_03079,2/10/2025,12/10/2025,CH_OTA_BKG,CORP,2,519.74,Confirmed,TRUE,0.18,93.5532,426.1868,0.02,Sunday,519.74,93.5532,426.1868,259.87,213.0934,4.261868
BK_03080,7/8/2026,1/11/2026,CH_OTA_BKG,NET,3,1480.81,Checked-Out,FALSE,0.18,0,1480.81,0.03,Sunday,1805.865854,325.0558537,1480.81,601.9552846,493.6033333,14.8081
BK_03081,25/11/2025,22/1/2026,CH_WHOLE,CORP,1,105.28,Confirmed,TRUE,0,0,105.28,0.01,Thursday,105.28,0,105.28,105.28,105.28,1.0528
BK_03082,21/5/2025,24/5/2025,CH_DIRECT,PROMO,2,980.17,Checked-Out,TRUE,0,0,980.17,0.02,Saturday,980.17,0,980.17,490.085,490.085,9.8017
BK_03083,16/1/2025,26/1/2025,CH_WHOLE,RACK,1,386.16,Confirmed,TRUE,0,0,386.16,0.01,Sunday,386.16,0,386.16,386.16,386.16,3.8616
BK_03084,3/6/2025,13/7/2025,CH_OTA_BKG,PROMO,3,547,Checked-Out,TRUE,0.18,98.46,448.54,0.03,Sunday,547,98.46,448.54,182.3333333,149.5133333,4.4854
BK_03088,23/11/2026,27/11/2026,CH_WHOLE,CORP,3,966.74,Checked-Out,TRUE,0,0,966.74,0.03,Friday,966.74,0,966.74,322.2466667,322.2466667,9.6674
BK_03089,2/7/2026,20/9/2026,CH_WHOLE,NET,2,359.27,Checked-Out,FALSE,0,0,359.27,0.02,Sunday,359.27,0,359.27,179.635,179.635,3.5927
BK_03090,1/8/2025,21/10/2025,CH_DIRECT,PROMO,1,333.1,Checked-Out,TRUE,0,0,333.1,0.01,Tuesday,333.1,0,333.1,333.1,333.1,3.331
BK_03091,27/1/2026,11/3/2026,CH_DIRECT,PROMO,1,480.6,Checked-Out,TRUE,0,0,480.6,0.01,Wednesday,480.6,0,480.6,480.6,480.6,4.806
BK_03092,16/8/2026,6/11/2026,CH_DIRECT,PROMO,1,132.37,Confirmed,TRUE,0,0,132.37,0.01,Friday,132.37,0,132.37,132.37,132.37,1.3237
BK_03094,23/1/2026,27/2/2026,CH_DIRECT,NET,2,563.15,Checked-Out,FALSE,0,0,563.15,0.02,Friday,563.15,0,563.15,281.575,281.575,5.6315
BK_03099,8/9/2025,24/10/2025,CH_DIRECT,PROMO,2,327.31,Checked-Out,TRUE,0,0,327.31,0.02,Friday,327.31,0,327.31,163.655,163.655,3.2731
BK_03100,31/1/2026,7/3/2026,CH_WHOLE,PROMO,2,530.76,Confirmed,TRUE,0,0,530.76,0.02,Saturday,530.76,0,530.76,265.38,265.38,5.3076
BK_03101,13/10/2026,25/12/2026,CH_DIRECT,PROMO,3,1116.89,Confirmed,TRUE,0,0,1116.89,0.03,Friday,1116.89,0,1116.89,372.2966667,372.2966667,11.1689
BK_03102,25/11/2025,22/12/2025,CH_OTA_BKG,CORP,3,827.1,Confirmed,TRUE,0.18,148.878,678.222,0.03,Monday,827.1,148.878,678.222,275.7,226.074,6.78222
BK_03104,28/2/2026,26/5/2026,CH_OTA_EXP,NET,2,357.21,Confirmed,FALSE,0.15,0,357.21,0.02,Tuesday,420.2470588,63.03705882,357.21,210.1235294,178.605,3.5721
BK_03108,19/9/2026,5/10/2026,CH_WHOLE,PROMO,3,545.5,Checked-Out,TRUE,0,0,545.5,0.03,Monday,545.5,0,545.5,181.8333333,181.8333333,5.455
BK_03110,24/2/2026,30/3/2026,CH_OTA_BKG,PROMO,1,174.3,Checked-Out,TRUE,0.18,31.374,142.926,0.01,Monday,174.3,31.374,142.926,174.3,142.926,1.42926
BK_03111,3/12/2025,6/2/2026,CH_WHOLE,PROMO,3,1150.92,Checked-Out,TRUE,0,0,1150.92,0.03,Friday,1150.92,0,1150.92,383.64,383.64,11.5092
BK_03112,12/8/2025,25/10/2025,CH_DIRECT,RACK,1,146.23,Confirmed,TRUE,0,0,146.23,0.01,Saturday,146.23,0,146.23,146.23,146.23,1.4623
BK_03115,8/10/2026,30/11/2026,CH_DIRECT,CORP,2,832.3,Confirmed,TRUE,0,0,832.3,0.02,Monday,832.3,0,832.3,416.15,416.15,8.323
BK_03116,9/5/2025,14/5/2025,CH_OTA_EXP,RACK,1,206.74,Checked-Out,TRUE,0.15,31.011,175.729,0.01,Wednesday,206.74,31.011,175.729,206.74,175.729,1.75729
BK_03117,20/3/2026,28/4/2026,CH_WHOLE,RACK,1,383.88,Confirmed,TRUE,0,0,383.88,0.01,Tuesday,383.88,0,383.88,383.88,383.88,3.8388
BK_03118,4/8/2026,11/8/2026,CH_OTA_BKG,PROMO,3,1342.05,Confirmed,TRUE,0.18,241.569,1100.481,0.03,Tuesday,1342.05,241.569,1100.481,447.35,366.827,11.00481
BK_03120,26/6/2026,11/9/2026,CH_WHOLE,PROMO,2,649.17,Checked-Out,TRUE,0,0,649.17,0.02,Friday,649.17,0,649.17,324.585,324.585,6.4917
BK_03121,25/11/2026,25/1/2027,CH_OTA_BKG,NET,1,467.53,Checked-Out,FALSE,0.18,0,467.53,0.01,Monday,570.1585366,102.6285366,467.53,570.1585366,467.53,4.6753
BK_03123,14/12/2026,25/1/2027,CH_WHOLE,NET,1,115.55,Confirmed,FALSE,0,0,115.55,0.01,Monday,115.55,0,115.55,115.55,115.55,1.1555
BK_03124,10/7/2026,19/9/2026,CH_DIRECT,RACK,1,204.58,Confirmed,TRUE,0,0,204.58,0.01,Saturday,204.58,0,204.58,204.58,204.58,2.0458
BK_03125,15/7/2025,6/9/2025,CH_OTA_EXP,PROMO,1,440.35,Confirmed,TRUE,0.15,66.0525,374.2975,0.01,Saturday,440.35,66.0525,374.2975,440.35,374.2975,3.742975
BK_03126,14/11/2025,12/1/2026,CH_DIRECT,PROMO,2,501.53,Checked-Out,TRUE,0,0,501.53,0.02,Monday,501.53,0,501.53,250.765,250.765,5.0153
BK_03127,21/4/2025,24/4/2025,CH_DIRECT,PROMO,3,807.96,Checked-Out,TRUE,0,0,807.96,0.03,Thursday,807.96,0,807.96,269.32,269.32,8.0796
BK_03128,2/3/2026,6/5/2026,CH_WHOLE,RACK,1,311.91,Checked-Out,TRUE,0,0,311.91,0.01,Wednesday,311.91,0,311.91,311.91,311.91,3.1191
BK_03129,18/11/2025,7/12/2025,CH_DIRECT,NET,3,1448.67,Confirmed,FALSE,0,0,1448.67,0.03,Sunday,1448.67,0,1448.67,482.89,482.89,14.4867
BK_03131,12/7/2025,17/7/2025,CH_DIRECT,PROMO,2,209.09,Confirmed,TRUE,0,0,209.09,0.02,Thursday,209.09,0,209.09,104.545,104.545,2.0909
BK_03132,4/7/2026,20/8/2026,CH_OTA_BKG,PROMO,1,422.33,Checked-Out,TRUE,0.18,76.0194,346.3106,0.01,Thursday,422.33,76.0194,346.3106,422.33,346.3106,3.463106
BK_03134,13/6/2025,9/7/2025,CH_OTA_EXP,PROMO,3,1492.46,Checked-Out,TRUE,0.15,223.869,1268.591,0.03,Wednesday,1492.46,223.869,1268.591,497.4866667,422.8636667,12.68591
BK_03135,28/8/2025,30/8/2025,CH_OTA_EXP,RACK,1,218.68,Checked-Out,TRUE,0.15,32.802,185.878,0.01,Saturday,218.68,32.802,185.878,218.68,185.878,1.85878
BK_03136,21/4/2025,19/5/2025,CH_OTA_EXP,RACK,1,89.23,Confirmed,TRUE,0.15,13.3845,75.8455,0.01,Monday,89.23,13.3845,75.8455,89.23,75.8455,0.758455
BK_03137,17/9/2025,9/11/2025,CH_WHOLE,NET,1,388.31,Confirmed,FALSE,0,0,388.31,0.01,Sunday,388.31,0,388.31,388.31,388.31,3.8831
BK_03139,26/5/2025,27/7/2025,CH_DIRECT,CORP,1,457.43,Confirmed,TRUE,0,0,457.43,0.01,Sunday,457.43,0,457.43,457.43,457.43,4.5743
BK_03140,27/6/2025,2/8/2025,CH_DIRECT,PROMO,1,112.86,Confirmed,TRUE,0,0,112.86,0.01,Saturday,112.86,0,112.86,112.86,112.86,1.1286
BK_03141,25/8/2025,8/11/2025,CH_DIRECT,NET,1,178.69,Confirmed,FALSE,0,0,178.69,0.01,Saturday,178.69,0,178.69,178.69,178.69,1.7869
BK_03142,5/10/2025,22/10/2025,CH_OTA_BKG,PROMO,3,612.97,Confirmed,TRUE,0.18,110.3346,502.6354,0.03,Wednesday,612.97,110.3346,502.6354,204.3233333,167.5451333,5.026354
BK_03143,19/8/2026,22/8/2026,CH_OTA_BKG,NET,3,445.44,Confirmed,FALSE,0.18,0,445.44,0.03,Saturday,543.2195122,97.7795122,445.44,181.0731707,148.48,4.4544
BK_03144,9/11/2026,26/11/2026,CH_DIRECT,RACK,2,209.13,Checked-Out,TRUE,0,0,209.13,0.02,Thursday,209.13,0,209.13,104.565,104.565,2.0913
BK_03145,28/2/2026,3/4/2026,CH_WHOLE,RACK,2,699.44,Checked-Out,TRUE,0,0,699.44,0.02,Friday,699.44,0,699.44,349.72,349.72,6.9944
BK_03146,23/5/2026,4/7/2026,CH_DIRECT,NET,1,341.37,Checked-Out,FALSE,0,0,341.37,0.01,Saturday,341.37,0,341.37,341.37,341.37,3.4137
BK_03147,7/7/2025,10/8/2025,CH_OTA_BKG,NET,2,697.45,Confirmed,FALSE,0.18,0,697.45,0.02,Sunday,850.5487805,153.0987805,697.45,425.2743902,348.725,6.9745
BK_03148,4/7/2026,30/8/2026,CH_OTA_EXP,NET,3,426.91,Checked-Out,FALSE,0.15,0,426.91,0.03,Sunday,502.2470588,75.33705882,426.91,167.4156863,142.3033333,4.2691
BK_03149,7/3/2025,31/3/2025,CH_OTA_EXP,CORP,3,290.53,Checked-Out,TRUE,0.15,43.5795,246.9505,0.03,Monday,290.53,43.5795,246.9505,96.84333333,82.31683333,2.469505
BK_03152,11/8/2026,21/8/2026,CH_OTA_EXP,RACK,1,115.51,Confirmed,TRUE,0.15,17.3265,98.1835,0.01,Friday,115.51,17.3265,98.1835,115.51,98.1835,0.981835
BK_03153,3/5/2025,10/7/2025,CH_WHOLE,RACK,1,372.69,Checked-Out,TRUE,0,0,372.69,0.01,Thursday,372.69,0,372.69,372.69,372.69,3.7269
